instâncias,Memória
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
100,LXD
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
serviço,Docker
1,Docker
1,Docker
1,Docker
1,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
100,Docker
